latitude,longitude,elevation_m,temperature_C,humidity_percent,rainfall_mm_day,windspeed_mps,soil_type,soil_pH,soil_moisture_percent,organic_carbon_percent,nitrogen_mgkg,phosphorus_mgkg,potassium_mgkg,bulk_density_gcm3,drainage,ndvi,canopy_cover_percent,burn_severity,fire_frequency_5yr,deforestation_percent,native_species_suitability,carbon_sequestration_tCO2_ha,recommended_reforestation_method,recommended_species
-1.155944,-70.669379,235.1,32.9,90.8,21.48,3.49,Inceptisol,5.55,68.3,3.96,2183,10,76,1.56,Moderate,0.71,57.7,0.133,1,11.7,100.0,221.1,Natural Regeneration,Brazil Nut
-4.160559,-66.799268,28.6,35.0,66.6,36.78,4.51,Entisol,5.58,68.2,3.98,1582,16,196,1.26,Moderate,0.824,76.9,0.163,0,0.0,100.0,220.8,Natural Regeneration,Brazil Nut
-3.06364,-67.240328,201.1,26.19,93.2,21.35,7.22,Entisol,5.47,53.7,2.34,786,21,187,1.45,Moderate,0.517,32.3,0.356,3,64.2,100.0,138.0,Assisted Natural Regeneration,Andiroba
2.893301,-59.498252,216.3,32.95,79.6,3.73,3.91,Ultisol,4.35,50.3,4.53,1106,19,20,1.18,Poor,0.78,73.7,0.186,1,31.7,100.0,215.6,Natural Regeneration,Brazil Nut
-3.860036,-54.398113,88.5,33.35,70.6,12.45,2.68,Ultisol,5.78,46.8,6.4,605,6,140,0.92,Poor,0.95,93.3,0.019,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-1.008895,-55.727608,88.7,34.95,67.1,3.71,5.82,Spodosol,6.02,43.8,5.7,789,14,219,1.58,Moderate,0.892,92.3,0.12,0,25.8,100.0,248.1,Natural Regeneration,Brazil Nut
-0.054754,-67.700373,111.2,26.46,86.3,4.16,1.07,Inceptisol,4.0,50.8,4.4,2258,15,110,1.05,Moderate,0.747,76.0,0.274,3,34.5,100.0,210.4,Natural Regeneration,Brazil Nut
0.61972,-68.112548,254.9,31.83,71.0,9.59,7.31,Oxisol,4.23,47.8,2.57,436,26,86,1.22,Moderate,0.465,45.4,0.402,4,18.0,100.0,147.3,Agroforestry,Rubber Tree
-0.522811,-50.821003,220.1,24.97,93.9,30.48,7.32,Oxisol,5.52,71.8,2.43,2457,28,194,1.56,Good,0.604,53.2,0.289,0,18.9,100.0,160.9,Natural Regeneration,Brazil Nut
-4.921833,-73.80233,299.1,30.12,79.0,9.91,4.64,Oxisol,6.35,54.0,5.99,1191,15,216,1.25,Moderate,0.881,100.0,0.044,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.38831,-52.886707,117.6,31.16,74.5,4.18,1.23,Ultisol,5.49,38.8,3.21,1151,34,103,1.51,Good,0.584,49.9,0.335,3,27.7,100.0,146.2,Agroforestry,Rubber Tree
-0.858307,-69.206516,321.0,31.63,73.7,15.08,3.62,Oxisol,5.22,54.7,4.68,2361,34,107,1.13,Moderate,0.818,85.1,0.126,0,13.9,100.0,236.7,Natural Regeneration,Brazil Nut
-4.297068,-51.265176,265.4,24.69,96.1,25.52,3.39,Oxisol,6.62,64.7,6.31,2147,6,99,1.48,Good,0.95,94.6,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.194985,-65.784625,150.4,33.03,68.4,15.04,2.39,Ultisol,4.21,44.6,3.21,1247,37,217,1.56,Poor,0.584,56.2,0.384,2,0.0,100.0,144.6,Agroforestry,Rubber Tree
-4.734375,-63.431557,51.4,27.47,85.1,6.08,1.4,Entisol,4.39,50.6,5.22,1439,35,123,1.27,Moderate,0.792,92.2,0.048,0,0.0,100.0,220.7,Natural Regeneration,Brazil Nut
-4.371372,-57.029105,104.8,24.81,97.5,16.14,2.11,Ultisol,5.92,68.0,5.81,1119,21,77,1.52,Poor,0.945,100.0,0.11,2,3.0,100.0,250.0,Natural Regeneration,Brazil Nut
-1.824614,-59.895943,335.7,29.05,83.6,4.08,4.44,Oxisol,4.3,44.1,1.9,301,18,172,1.15,Moderate,0.448,43.8,0.608,7,38.9,89.1,127.1,Agroforestry,Rubber Tree
-3.938274,-66.369456,122.4,33.22,66.7,8.81,5.49,Entisol,4.38,49.7,1.47,2486,17,241,1.51,Poor,0.449,46.9,0.443,5,43.4,92.4,105.6,Direct Seeding,Açaí Palm
-0.459673,-60.708058,128.9,34.57,68.5,16.9,7.84,Inceptisol,6.44,58.9,5.95,1555,33,194,1.09,Moderate,0.95,93.5,0.106,0,3.4,100.0,250.0,Natural Regeneration,Brazil Nut
0.51572,-56.463035,82.6,31.73,77.9,7.73,1.73,Inceptisol,4.59,49.2,6.41,448,33,189,1.13,Moderate,0.919,83.1,0.082,1,33.5,100.0,250.0,Natural Regeneration,Brazil Nut
1.404694,-72.983961,286.3,22.07,100.0,6.47,1.63,Ultisol,5.74,56.8,3.42,1241,7,133,1.07,Good,0.602,73.1,0.441,3,41.7,100.0,169.4,Direct Seeding,Açaí Palm
-3.398798,-73.731217,111.0,23.75,91.8,1.27,0.94,Inceptisol,5.11,47.0,3.92,1112,39,111,1.33,Moderate,0.665,66.2,0.293,2,22.3,100.0,171.7,Natural Regeneration,Brazil Nut
-3.660139,-63.006393,129.0,22.99,94.7,7.46,7.51,Entisol,4.38,59.1,5.42,1595,20,143,1.4,Good,0.87,92.1,0.065,3,15.3,100.0,250.0,Natural Regeneration,Brazil Nut
-4.163457,-70.835921,156.7,23.32,93.2,17.07,3.05,Spodosol,5.08,60.3,2.16,784,15,190,1.29,Poor,0.628,58.2,0.332,5,42.5,100.0,152.9,Direct Seeding,Açaí Palm
0.091442,-58.055737,163.1,26.98,84.3,2.62,7.39,Ultisol,5.17,55.7,1.09,1840,37,117,0.92,Moderate,0.405,46.5,0.492,5,44.6,86.9,98.5,Direct Seeding,Açaí Palm
0.651806,-68.862741,155.7,26.4,91.0,17.55,7.12,Oxisol,5.76,67.0,6.12,1405,19,58,1.54,Moderate,0.95,92.0,0.122,2,1.0,100.0,250.0,Natural Regeneration,Brazil Nut
-4.747311,-63.611573,186.2,23.48,99.3,25.49,0.35,Oxisol,4.43,62.9,4.94,1919,10,171,1.52,Good,0.865,77.2,0.089,1,27.8,100.0,226.8,Natural Regeneration,Brazil Nut
2.489698,-69.255898,288.8,33.47,76.6,23.39,2.24,Inceptisol,4.1,54.2,5.09,1838,31,233,1.19,Moderate,0.808,78.9,0.137,3,2.9,100.0,241.0,Natural Regeneration,Brazil Nut
-4.58423,-60.836394,290.4,30.0,79.5,8.49,2.42,Oxisol,5.7,47.1,4.47,740,16,84,1.27,Moderate,0.719,75.3,0.306,2,46.9,100.0,200.8,Direct Seeding,Açaí Palm
-0.669629,-71.214717,283.4,32.35,67.1,10.07,2.22,Entisol,4.18,45.6,4.37,2116,22,226,1.07,Poor,0.68,60.8,0.252,1,34.2,100.0,190.9,Natural Regeneration,Brazil Nut
0.672484,-73.445436,53.4,26.83,91.3,5.59,3.4,Oxisol,4.43,44.6,6.85,1209,20,76,1.23,Moderate,0.95,85.0,0.026,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
1.967753,-72.772841,283.9,27.33,87.5,6.53,3.99,Entisol,6.75,47.8,4.78,1875,34,182,1.38,Moderate,0.685,61.7,0.193,1,23.8,100.0,206.1,Natural Regeneration,Brazil Nut
0.712695,-51.097797,59.7,26.13,90.0,9.57,6.07,Ultisol,4.06,55.2,1.84,1879,20,62,1.31,Good,0.482,33.2,0.372,1,51.6,99.0,131.9,Direct Seeding,Açaí Palm
1.413825,-70.585131,61.2,27.7,79.3,15.71,2.14,Ultisol,5.8,57.1,2.61,1396,7,187,1.54,Moderate,0.653,71.9,0.16,3,15.6,100.0,171.6,Natural Regeneration,Brazil Nut
-2.284398,-56.996522,332.8,29.93,79.2,23.01,2.39,Oxisol,4.39,53.3,2.66,1821,5,225,0.91,Good,0.514,55.9,0.485,3,9.0,93.8,132.3,Agroforestry,Rubber Tree
1.518601,-72.369771,290.4,28.41,78.0,7.38,4.79,Oxisol,6.3,54.7,2.25,1335,11,224,1.58,Poor,0.579,51.9,0.361,2,37.2,100.0,150.7,Agroforestry,Rubber Tree
-4.359081,-71.404152,202.3,32.89,75.2,9.53,1.43,Oxisol,5.63,43.0,6.18,576,8,186,1.31,Moderate,0.91,86.0,0.21,2,29.7,100.0,250.0,Natural Regeneration,Brazil Nut
2.158533,-61.78697,308.7,33.7,68.6,9.12,3.79,Ultisol,5.32,43.9,4.12,1524,3,26,1.15,Moderate,0.656,60.7,0.354,4,12.8,100.0,176.9,Agroforestry,Rubber Tree
-0.619261,-62.843098,346.5,28.11,82.1,7.8,2.01,Spodosol,5.29,48.6,3.87,484,3,35,0.95,Good,0.645,53.6,0.222,2,18.0,100.0,165.8,Natural Regeneration,Brazil Nut
1.538382,-51.162073,221.5,25.12,84.5,23.41,1.58,Ultisol,5.88,65.6,6.92,2382,13,65,1.58,Poor,0.95,92.0,0.089,0,27.0,100.0,250.0,Natural Regeneration,Brazil Nut
-1.381454,-51.323949,222.3,34.29,74.4,18.44,6.37,Entisol,6.35,59.5,1.24,484,24,198,1.5,Moderate,0.388,32.4,0.513,3,67.6,82.1,105.4,Assisted Natural Regeneration,Andiroba
0.148622,-55.289393,269.0,31.56,74.8,26.83,5.66,Histosol,4.02,59.9,3.7,1078,25,130,1.26,Poor,0.636,47.0,0.25,1,0.1,100.0,176.4,Natural Regeneration,Brazil Nut
-0.788779,-59.549556,96.6,30.32,79.6,14.69,2.0,Oxisol,4.06,60.5,2.29,1538,30,30,1.43,Poor,0.551,77.2,0.459,2,37.1,98.7,158.7,Agroforestry,Rubber Tree
0.852716,-63.080952,75.2,31.69,72.1,8.17,3.32,Ultisol,4.76,45.9,3.56,1850,26,224,1.54,Good,0.637,68.9,0.341,3,30.6,100.0,175.2,Agroforestry,Rubber Tree
-4.34696,-65.451715,270.7,22.99,89.3,6.61,1.23,Oxisol,6.07,51.7,1.97,2041,24,183,1.28,Poor,0.49,62.2,0.551,5,53.6,93.5,124.0,Direct Seeding,Açaí Palm
-4.517183,-51.269899,133.8,22.88,95.1,2.14,0.43,Oxisol,4.54,55.7,1.86,2268,38,242,1.21,Moderate,0.504,61.7,0.32,3,40.8,99.5,142.9,Direct Seeding,Açaí Palm
-3.023174,-59.530189,64.6,23.99,93.2,7.03,4.68,Oxisol,5.14,52.8,2.6,988,4,226,0.95,Good,0.554,56.4,0.283,4,26.5,100.0,152.0,Agroforestry,Rubber Tree
-3.723643,-60.102259,123.9,23.92,96.7,5.26,2.91,Oxisol,5.42,61.9,1.75,578,23,122,1.42,Poor,0.51,55.2,0.34,2,8.7,98.9,138.1,Agroforestry,Rubber Tree
1.974269,-68.434373,138.4,27.47,84.6,20.57,1.66,Inceptisol,5.04,56.7,6.69,1525,10,49,1.36,Good,0.95,100.0,0.051,1,16.7,100.0,250.0,Natural Regeneration,Brazil Nut
-3.246288,-72.879252,338.5,24.05,91.3,21.88,0.92,Oxisol,5.3,58.5,1.75,344,20,173,1.38,Poor,0.565,82.5,0.363,3,24.2,100.0,125.4,Agroforestry,Rubber Tree
2.806922,-51.315474,250.3,33.11,64.7,5.67,5.44,Oxisol,6.24,41.3,3.8,1114,24,124,1.32,Moderate,0.553,39.8,0.296,2,2.0,100.0,172.2,Agroforestry,Rubber Tree
-2.304834,-66.470354,195.2,29.52,81.5,12.19,2.17,Spodosol,4.64,43.5,5.68,544,16,53,1.17,Moderate,0.797,74.3,0.179,2,12.1,100.0,224.8,Natural Regeneration,Brazil Nut
-3.543057,-63.377863,339.7,26.79,84.0,6.82,7.26,Oxisol,4.91,54.4,6.07,2237,13,51,1.5,Poor,0.891,84.1,0.132,0,32.1,100.0,250.0,Natural Regeneration,Brazil Nut
1.317588,-71.248641,318.0,22.91,100.0,26.47,1.54,Inceptisol,5.47,62.1,6.76,1764,38,154,1.39,Moderate,0.95,88.2,0.072,2,0.8,100.0,250.0,Natural Regeneration,Brazil Nut
0.269662,-53.913816,189.0,29.68,81.5,7.82,1.95,Histosol,6.42,52.1,4.34,892,14,98,1.17,Moderate,0.707,72.6,0.216,0,24.9,100.0,202.5,Natural Regeneration,Brazil Nut
-1.014434,-73.336836,318.9,23.51,99.0,14.04,6.81,Ultisol,4.57,66.1,2.87,1143,10,219,1.46,Good,0.727,67.8,0.219,2,13.6,100.0,182.2,Natural Regeneration,Brazil Nut
-0.557092,-53.984222,153.4,31.66,74.6,31.61,4.58,Ultisol,5.47,51.9,4.83,1061,13,73,1.59,Moderate,0.796,82.6,0.303,2,37.5,100.0,233.6,Agroforestry,Rubber Tree
0.753614,-70.63316,96.0,32.44,74.9,19.64,0.87,Oxisol,6.45,51.0,4.56,965,6,139,1.19,Poor,0.746,91.7,0.211,2,16.7,100.0,206.0,Natural Regeneration,Brazil Nut
-3.172362,-52.722461,96.8,29.07,77.9,13.69,4.4,Ultisol,4.32,52.8,4.54,448,20,133,1.6,Moderate,0.796,87.2,0.125,1,0.0,100.0,224.4,Natural Regeneration,Brazil Nut
2.970671,-56.485457,238.6,23.94,89.2,12.4,2.47,Oxisol,6.02,53.1,3.14,2384,13,113,1.38,Good,0.608,60.5,0.364,4,48.6,100.0,166.2,Direct Seeding,Açaí Palm
2.798345,-70.047914,185.4,32.23,74.5,4.97,5.9,Inceptisol,4.63,49.7,6.27,760,30,128,1.17,Good,0.884,100.0,0.153,0,38.5,100.0,248.9,Natural Regeneration,Brazil Nut
0.202605,-60.420368,237.5,26.0,92.8,10.14,0.62,Entisol,4.49,68.0,4.33,296,38,56,1.38,Moderate,0.86,85.6,0.11,1,37.1,100.0,237.4,Natural Regeneration,Brazil Nut
-3.40366,-66.496248,246.4,24.89,83.0,13.9,7.34,Oxisol,4.66,55.1,4.63,428,34,227,1.14,Good,0.808,80.3,0.147,1,17.3,100.0,227.0,Natural Regeneration,Brazil Nut
0.441826,-69.722406,27.4,28.12,82.2,19.79,3.83,Ultisol,5.41,62.4,3.6,716,7,27,1.25,Moderate,0.679,74.7,0.241,1,10.8,100.0,202.6,Natural Regeneration,Brazil Nut
-4.422413,-53.379627,37.8,33.99,79.2,9.66,5.87,Entisol,5.69,52.7,2.39,364,16,237,1.56,Poor,0.528,62.5,0.315,3,30.9,100.0,143.4,Agroforestry,Rubber Tree
-4.75478,-64.315454,195.8,25.87,92.7,17.02,5.64,Ultisol,4.54,61.2,2.35,534,35,73,1.17,Moderate,0.648,72.6,0.111,4,9.9,100.0,157.0,Natural Regeneration,Brazil Nut
-2.938537,-64.434951,83.0,33.77,78.3,8.76,1.43,Ultisol,4.31,50.5,4.79,470,22,29,1.5,Good,0.761,80.0,0.246,2,43.4,100.0,228.6,Natural Regeneration,Brazil Nut
-1.299016,-69.92272,228.7,22.7,95.1,23.28,7.04,Spodosol,5.27,65.3,1.08,2013,30,184,0.94,Poor,0.558,56.4,0.305,2,26.5,100.0,137.4,Agroforestry,Rubber Tree
1.94618,-64.806424,202.2,23.09,95.0,17.75,1.86,Histosol,4.16,65.4,6.6,1800,39,159,1.09,Good,0.95,87.0,0.05,2,9.5,100.0,250.0,Natural Regeneration,Brazil Nut
0.817353,-53.081196,213.3,31.08,82.1,20.33,1.52,Oxisol,5.51,58.7,3.62,507,4,147,1.17,Good,0.769,80.0,0.2,3,16.5,100.0,193.7,Natural Regeneration,Brazil Nut
0.941652,-65.284911,119.8,24.48,96.9,32.45,4.17,Oxisol,5.91,76.6,6.16,1784,33,151,1.41,Moderate,0.95,97.2,0.0,0,7.6,100.0,250.0,Natural Regeneration,Brazil Nut
-1.596053,-51.161515,231.1,26.12,89.2,26.02,7.88,Entisol,6.65,61.2,3.59,233,3,238,1.53,Poor,0.735,59.8,0.22,2,34.4,100.0,211.1,Natural Regeneration,Brazil Nut
-2.23252,-51.288586,293.7,23.77,89.3,6.09,2.51,Oxisol,4.4,53.3,1.7,1937,9,68,1.25,Good,0.528,61.5,0.473,4,48.3,94.7,127.0,Direct Seeding,Açaí Palm
-2.03169,-70.522432,349.4,26.32,95.0,13.79,7.72,Entisol,5.21,67.4,1.64,2299,28,64,1.49,Moderate,0.563,65.4,0.471,4,49.7,93.0,121.7,Direct Seeding,Açaí Palm
2.901197,-69.74453,296.7,25.65,100.0,26.76,3.48,Oxisol,4.72,70.9,1.01,2442,5,53,1.31,Good,0.536,68.5,0.332,4,43.9,100.0,127.1,Direct Seeding,Açaí Palm
-4.679126,-53.295822,204.0,31.57,68.2,19.77,6.68,Oxisol,4.61,48.2,2.74,834,39,140,1.31,Moderate,0.531,44.1,0.375,2,24.0,100.0,143.6,Agroforestry,Rubber Tree
1.936252,-64.573738,83.8,31.13,84.2,4.61,4.24,Oxisol,5.45,40.3,3.59,819,14,162,1.56,Good,0.574,55.6,0.271,4,31.2,100.0,156.5,Agroforestry,Rubber Tree
-0.370597,-73.895024,244.9,34.41,66.6,7.04,1.64,Oxisol,4.4,50.6,1.14,768,38,33,1.09,Moderate,0.427,28.1,0.448,4,47.9,98.4,111.3,Direct Seeding,Açaí Palm
-1.491077,-67.427076,329.4,31.42,74.8,15.69,7.04,Oxisol,4.04,48.5,3.72,1096,26,182,1.44,Moderate,0.699,84.5,0.194,1,18.9,100.0,183.2,Natural Regeneration,Brazil Nut
0.802061,-59.656904,89.9,31.03,78.8,15.85,0.58,Ultisol,4.45,55.0,1.78,2459,2,35,1.01,Good,0.449,48.3,0.354,3,34.7,100.0,117.2,Agroforestry,Rubber Tree
-1.106648,-54.817617,104.5,31.02,71.4,4.71,5.46,Oxisol,4.94,42.1,4.24,1431,22,146,1.53,Poor,0.614,51.5,0.326,2,34.3,100.0,173.6,Agroforestry,Rubber Tree
1.987386,-70.798673,69.2,33.48,71.1,8.75,6.65,Oxisol,4.03,49.7,4.69,764,10,34,1.29,Poor,0.698,66.2,0.253,4,14.5,100.0,172.1,Natural Regeneration,Brazil Nut
2.205615,-71.347007,263.1,25.85,82.3,20.73,6.66,Oxisol,6.4,62.3,4.05,1947,10,86,1.14,Good,0.786,80.8,0.308,3,40.3,100.0,217.4,Direct Seeding,Açaí Palm
-1.626233,-51.869776,154.2,25.9,92.6,9.98,5.24,Ultisol,5.63,54.6,4.11,2444,21,108,0.93,Moderate,0.749,74.3,0.222,2,0.1,100.0,205.3,Natural Regeneration,Brazil Nut
-2.785378,-55.972439,40.7,31.64,87.1,23.02,2.01,Histosol,4.08,69.4,1.97,509,30,216,1.25,Poor,0.606,72.7,0.362,3,14.9,100.0,144.4,Agroforestry,Rubber Tree
-0.261197,-59.84529,308.7,24.97,89.4,11.18,4.25,Oxisol,4.64,50.7,4.59,1970,3,190,1.6,Good,0.699,62.2,0.191,1,6.7,100.0,189.8,Natural Regeneration,Brazil Nut
2.298907,-55.539517,204.0,33.86,69.5,17.51,5.04,Ultisol,5.86,48.3,6.86,1234,5,89,0.9,Good,0.95,95.6,0.026,1,9.8,100.0,250.0,Natural Regeneration,Brazil Nut
-3.314702,-63.707495,129.3,28.95,82.0,8.04,7.12,Ultisol,4.08,47.4,6.85,991,29,191,1.32,Good,0.95,100.0,0.039,3,8.8,100.0,250.0,Natural Regeneration,Brazil Nut
-0.016267,-55.797062,133.5,25.9,95.2,21.92,1.28,Oxisol,5.06,69.2,3.09,529,16,45,0.92,Moderate,0.76,84.5,0.194,2,35.9,100.0,197.4,Natural Regeneration,Brazil Nut
0.052482,-65.076728,115.8,32.09,76.8,25.98,3.72,Oxisol,4.27,64.5,5.37,1324,21,92,1.43,Poor,0.905,98.2,0.061,0,0.0,100.0,249.7,Natural Regeneration,Brazil Nut
0.864904,-68.14173,170.3,26.06,94.5,7.35,2.67,Oxisol,5.1,61.5,3.65,578,23,108,1.06,Moderate,0.773,83.5,0.12,1,0.0,100.0,192.4,Natural Regeneration,Brazil Nut
-3.947459,-56.503678,131.2,34.52,66.2,19.82,3.42,Ultisol,6.71,44.7,1.83,2490,4,187,0.99,Moderate,0.473,37.0,0.34,3,42.5,100.0,133.3,Direct Seeding,Açaí Palm
0.7266,-63.927865,200.8,34.78,70.2,20.62,1.46,Histosol,5.27,46.3,5.44,720,22,223,0.97,Moderate,0.778,78.6,0.0,0,0.0,100.0,203.6,Natural Regeneration,Brazil Nut
2.27226,-50.446949,275.3,30.67,61.5,11.75,1.74,Ultisol,5.72,51.5,3.06,2470,4,106,1.43,Poor,0.637,58.7,0.166,3,0.5,100.0,150.2,Natural Regeneration,Brazil Nut
-3.562535,-65.612356,242.6,23.48,99.6,26.43,6.16,Oxisol,5.14,66.3,5.57,1324,11,250,0.91,Poor,0.947,100.0,0.061,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.099653,-51.878542,117.2,25.42,85.4,3.04,3.83,Oxisol,4.88,47.6,3.28,1233,23,243,1.19,Good,0.629,68.5,0.259,2,23.2,100.0,159.7,Natural Regeneration,Brazil Nut
2.771161,-51.608899,194.5,28.7,81.6,5.32,4.11,Spodosol,5.71,48.4,2.05,734,9,219,1.17,Moderate,0.603,56.4,0.399,4,12.2,100.0,150.8,Agroforestry,Rubber Tree
-3.552184,-68.195529,297.2,33.07,76.1,30.81,7.18,Oxisol,5.74,55.6,6.12,2121,36,129,1.29,Moderate,0.882,94.4,0.021,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
1.835081,-54.842692,42.5,24.4,86.3,23.87,1.92,Ultisol,5.72,57.9,1.31,2361,10,194,1.59,Good,0.466,30.1,0.385,4,24.7,97.8,128.2,Agroforestry,Rubber Tree
-1.061777,-63.606212,45.8,23.36,100.0,8.25,2.63,Oxisol,4.08,59.2,3.19,430,8,50,1.1,Moderate,0.694,71.9,0.252,3,51.1,100.0,181.5,Natural Regeneration,Brazil Nut
-3.022151,-51.979407,203.5,22.97,97.0,26.51,2.47,Oxisol,5.95,67.8,5.04,1020,21,150,1.49,Poor,0.804,76.3,0.175,2,25.7,100.0,219.0,Natural Regeneration,Brazil Nut
1.965999,-63.197017,230.9,28.59,90.8,29.14,5.27,Oxisol,5.89,66.8,6.32,1519,3,241,1.57,Moderate,0.95,100.0,0.0,1,0.0,100.0,249.4,Natural Regeneration,Brazil Nut
-1.437558,-56.136711,89.8,33.5,66.7,23.08,4.5,Spodosol,4.2,50.0,1.97,1838,37,182,1.0,Good,0.538,49.4,0.417,4,46.7,99.6,114.0,Direct Seeding,Açaí Palm
-0.881461,-62.792782,265.9,22.55,89.6,16.26,3.77,Inceptisol,4.53,50.9,1.58,755,11,197,1.29,Poor,0.576,52.4,0.328,3,47.9,100.0,149.4,Direct Seeding,Açaí Palm
-2.126133,-68.532782,233.3,24.76,93.0,12.82,5.34,Oxisol,5.46,56.8,2.81,1806,22,220,1.07,Good,0.512,62.1,0.458,2,61.3,100.0,150.6,Assisted Natural Regeneration,Andiroba
-0.256393,-69.215597,324.7,31.01,80.4,22.49,3.87,Oxisol,5.01,55.6,2.54,854,40,113,1.49,Moderate,0.588,65.6,0.323,4,48.4,100.0,147.8,Direct Seeding,Açaí Palm
-3.691809,-63.789651,75.8,32.74,76.5,11.87,6.53,Ultisol,5.61,50.4,5.17,1824,38,97,1.4,Poor,0.721,72.0,0.146,1,0.0,100.0,200.7,Natural Regeneration,Brazil Nut
-1.871348,-55.868128,268.0,32.5,68.1,14.98,3.28,Oxisol,6.13,47.7,2.43,906,20,171,1.42,Moderate,0.587,59.5,0.264,4,29.6,100.0,158.6,Agroforestry,Rubber Tree
2.755299,-59.478284,47.6,32.21,66.4,7.44,7.12,Oxisol,5.53,36.7,4.74,729,10,220,1.4,Poor,0.672,83.1,0.348,3,34.0,100.0,201.2,Agroforestry,Rubber Tree
-2.934933,-57.472897,206.5,23.69,94.2,6.24,0.96,Entisol,5.29,58.4,4.94,1985,36,143,1.55,Moderate,0.86,94.0,0.0,0,0.0,100.0,245.6,Natural Regeneration,Brazil Nut
0.253893,-67.224168,202.1,27.16,89.7,14.54,0.75,Ultisol,4.74,68.8,5.83,1277,28,41,1.36,Moderate,0.95,88.3,0.0,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-2.398479,-62.445552,148.2,34.8,70.3,13.13,5.25,Spodosol,5.72,44.5,4.62,2304,40,183,1.52,Moderate,0.834,69.5,0.217,2,11.6,100.0,227.1,Natural Regeneration,Brazil Nut
1.187785,-72.934514,298.7,34.86,75.7,31.89,3.12,Inceptisol,6.32,50.3,6.53,404,25,114,1.33,Good,0.95,90.4,0.0,0,23.3,100.0,250.0,Natural Regeneration,Brazil Nut
-3.953011,-54.379222,21.4,29.83,78.6,28.92,3.65,Ultisol,4.73,64.6,5.15,1989,29,111,1.11,Good,0.847,89.5,0.004,1,21.9,100.0,226.3,Natural Regeneration,Brazil Nut
2.758568,-50.242588,191.7,31.22,67.7,5.71,5.57,Inceptisol,6.21,42.7,2.45,2142,18,53,1.04,Good,0.509,48.8,0.443,3,38.6,96.3,138.0,Agroforestry,Rubber Tree
-1.369684,-64.234902,91.7,34.37,75.1,20.17,1.72,Oxisol,5.17,50.2,6.64,845,23,184,1.13,Moderate,0.95,100.0,0.081,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.111596,-73.736872,265.4,27.85,86.4,22.46,0.35,Oxisol,4.31,68.2,2.14,1443,24,247,1.35,Good,0.7,75.9,0.158,2,0.8,100.0,180.0,Natural Regeneration,Brazil Nut
-4.412026,-69.924977,34.2,23.78,97.0,11.64,3.51,Inceptisol,6.55,46.9,2.12,955,15,182,1.03,Moderate,0.515,55.1,0.371,1,32.4,98.8,141.2,Agroforestry,Rubber Tree
-3.641937,-58.339355,294.4,30.7,82.1,18.43,7.16,Oxisol,5.91,54.0,5.45,1461,19,148,1.57,Poor,0.937,93.8,0.16,2,49.1,100.0,250.0,Natural Regeneration,Brazil Nut
-0.841808,-59.310096,296.6,34.48,75.1,50.79,3.61,Oxisol,6.35,56.7,4.11,2236,30,95,1.52,Moderate,0.846,80.5,0.158,4,28.9,100.0,232.4,Natural Regeneration,Brazil Nut
-2.303975,-55.091247,294.8,31.06,77.2,11.83,4.58,Oxisol,5.83,58.9,1.96,2363,35,72,1.39,Good,0.481,41.0,0.209,2,31.8,100.0,137.3,Agroforestry,Rubber Tree
1.631067,-67.906784,70.3,32.44,79.8,2.52,1.67,Entisol,4.35,45.7,1.68,1238,30,23,1.59,Moderate,0.351,46.6,0.517,4,55.4,83.3,97.7,Direct Seeding,Açaí Palm
-1.5529,-55.672834,228.0,27.5,89.0,31.15,3.71,Histosol,5.52,58.5,2.02,1660,39,148,1.01,Moderate,0.673,65.9,0.306,3,32.9,100.0,170.3,Agroforestry,Rubber Tree
-3.010286,-57.488383,24.7,23.25,93.6,16.54,3.85,Ultisol,5.77,54.3,6.56,2091,19,66,1.32,Moderate,0.95,98.5,0.081,0,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-0.06284,-66.252452,299.8,24.2,93.3,17.86,1.88,Histosol,4.73,68.8,4.52,1922,2,58,1.19,Good,0.89,100.0,0.178,3,36.1,100.0,242.7,Natural Regeneration,Brazil Nut
0.654218,-60.908284,258.6,34.77,71.1,32.64,1.31,Entisol,5.77,65.8,5.37,2095,26,211,1.36,Good,0.95,99.9,0.053,1,0.0,100.0,250.0,Natural Regeneration,Brazil Nut
-3.663665,-70.465429,195.3,28.41,80.4,5.58,2.8,Oxisol,5.59,49.4,1.77,1700,25,52,1.52,Moderate,0.469,56.0,0.423,4,46.6,97.7,121.0,Direct Seeding,Açaí Palm
-3.659046,-63.138452,261.1,22.16,100.0,27.59,0.31,Oxisol,4.06,71.2,3.28,1764,11,174,1.24,Moderate,0.679,70.9,0.277,2,38.0,100.0,173.4,Natural Regeneration,Brazil Nut
-4.706629,-52.851264,51.1,34.42,69.7,11.48,1.33,Ultisol,6.47,43.4,4.34,2361,27,109,0.99,Poor,0.602,39.2,0.423,5,73.5,100.0,181.1,Assisted Natural Regeneration,Andiroba
